,course_title,course_URL,course_organization,course_Certificate_type,course_rating,course_difficulty,course_students_enrolled,course_icon,image_name
791,Fundamentos de la escritura,https://www.coursera.org/learn/escritura-esp,Tecnológico de Monterrey,COURSE,4.7,Beginner,91k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/7cd3a9822b4ff6a98142b74ae30f74/PortadaFundamentos.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Fundamentos de la escritura by Tecnológico de Monterrey
792,Understanding child development: from synapse to society,https://www.coursera.org/learn/child-development,Utrecht University,COURSE,4.6,Beginner,29k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b2/7147d0461711e7ba8f3d406635ba9d/4626.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Understanding child development: from synapse to society by Utrecht University
793,Data Analysis and Interpretation,https://www.coursera.org/specializations/data-analysis,Wesleyan University,SPECIALIZATION,4.4,Beginner,120k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/Wesleyan_DataAnalysis_Istock41296982.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Data Analysis and Interpretation by Wesleyan University
794,Introduction to Project Management,https://www.coursera.org/projects/introduction-project-management,Coursera Project Network,GUIDED PROJECT,4.6,Beginner,23k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/90/832cb619e6420f87058f8d1e222337/Scope-Stateme.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Project Management by Coursera Project Network
795,Understanding Modern Finance,https://www.coursera.org/specializations/understanding-modern-finance,American Institute of Business and Economics,SPECIALIZATION,4.4,Intermediate,17k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/87/f57550198711e88e24a937c59a3d55/specialization.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Understanding Modern Finance by American Institute of Business and Economics, Moscow Institute of Physics and Technology"
796,DevOps Culture and Mindset,https://www.coursera.org/learn/devops-culture-and-mindset,"University of California, Davis",COURSE,4.8,Intermediate,18k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c7/0b4870cd8511e89ba6fff833dd3995/GettyImages-697539241_square.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"DevOps Culture and Mindset by University of California, Davis"
797,Introduction to Big Data,https://www.coursera.org/learn/big-data-introduction,University of California San Diego,COURSE,4.6,Mixed,220k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6c/8380704d0911e5ad1d830708963890/big-data-_2_.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Big Data by University of California San Diego
798,Learn English,https://www.coursera.org/specializations/learn-english,Tsinghua University,SPECIALIZATION,4.3,Beginner,43k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/cf/5eaca0389d11e9a220d579388673c5/_____20190225093617.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Learn English by Tsinghua University
799,Sustainable Tourism – promoting environmental public health,https://www.coursera.org/learn/sustainable-tourism,University of Copenhagen,COURSE,4.6,Beginner,15k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e8/18fea0fb7f11e794c3c7055bbcc3e7/Sustainable-Tourism_175x175.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Sustainable Tourism – promoting environmental public health by University of Copenhagen
800,Introduction to Personal Branding,https://www.coursera.org/learn/personal-branding,University of Virginia,COURSE,4.4,Beginner,180k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/de/3f4db077fd11e59280eb6dabeca4e6/Arch-Rock-pano.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Personal Branding by University of Virginia
801,Éxito Profesional,https://www.coursera.org/specializations/exito-profesional,"University of California, Irvine",SPECIALIZATION,4.6,Beginner,93k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d396qusza40orc.cloudfront.net/phoenixassets/Spanish-Launch-10-7-images/Campus%20Images/careerSuccess_Tec_banner_thumbnail_flipped.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Éxito Profesional by University of California, Irvine"
802,Sales Training for High Performing Teams,https://www.coursera.org/specializations/sales-training-high-performing-teams,HubSpot Academy,SPECIALIZATION,4.7,Beginner,24k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/59/a2e750bcde11e8a749a1763f92c416/Sales-Course-Main-Image-08.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Sales Training for High Performing Teams by HubSpot Academy
803,Big History: Connecting Knowledge,https://www.coursera.org/learn/big-history,Macquarie University,COURSE,4.8,Mixed,75k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/1c/2d5f70478b11e5a1df33e27bc524e9/BigHistory_BHI_Globaia-1000x1000-_2_.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Big History: Connecting Knowledge by Macquarie University
804,Los Objetivos de Desarrollo Sostenible para las empresas,https://www.coursera.org/learn/objetivos-desarrollo-sostenible-empresas,Universidad de los Andes,COURSE,5,Beginner,1.6k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a3/8587cfc348421f987a5074c8bbaa95/ODS2-800x800-Cuadrado_00000.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Los Objetivos de Desarrollo Sostenible para las empresas by Universidad de los Andes
805,Web Application Technologies and Django,https://www.coursera.org/learn/django-database-web-apps,University of Michigan,COURSE,4.7,Intermediate,24k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b2/c0ff8a544f4f778422f84cfa32eba9/dj4e_thumbnail_v1_1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Web Application Technologies and Django by University of Michigan
806,Whole genome sequencing of bacterial genomes - tools and applications,https://www.coursera.org/learn/wgs-bacteria,Technical University of Denmark (DTU),COURSE,4.6,Beginner,23k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/42/4da73030a211e7bc15a3b09100f9c0/blastATlast_WGS.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Whole genome sequencing of bacterial genomes - tools and applications by Technical University of Denmark (DTU)
807,Magic in the Middle Ages,https://www.coursera.org/learn/magic-middle-ages,Universitat de Barcelona,COURSE,4.6,Beginner,90k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/47/a56340ea0711e5b1e5ff9cd55427b8/logo_sin_letras_1063x500.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Magic in the Middle Ages by Universitat de Barcelona
808,Auditing I: Conceptual Foundations of Auditing,https://www.coursera.org/learn/auditing-part1-conceptual-foundations,University of Illinois at Urbana-Champaign,COURSE,4.7,Mixed,16k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f0/7d9ae111af45b78868c123f8ac96f7/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Auditing I: Conceptual Foundations of Auditing by University of Illinois at Urbana-Champaign
809,Discrete Optimization,https://www.coursera.org/learn/discrete-optimization,The University of Melbourne,COURSE,4.9,Intermediate,45k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/04/285ee1edee86aa30189148d2042051/DiscreetOptimisation_logo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Discrete Optimization by The University of Melbourne
810,Stochastic processes,https://www.coursera.org/learn/stochasticprocesses,National Research University Higher School of Economics,COURSE,4.5,Intermediate,30k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b2/631220319711e88e0c5b920528184a/Logo-Stochastic-processes-_NEW_.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Stochastic processes by National Research University Higher School of Economics
811,Les Fondamentaux de la Négociation,https://www.coursera.org/learn/fondamentaux-negociation,ESSEC Business School,COURSE,4.8,Beginner,12k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6b/1edfd04df211e8869c357cdfbc8fd3/vignette-NEGOCIATION.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Les Fondamentaux de la Négociation by ESSEC Business School
812,Managing Major Engineering Projects,https://www.coursera.org/specializations/managing-major-engineering-projects,University of Leeds,SPECIALIZATION,4.7,Intermediate,14k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/4a/d532c02e8e11e89dec31acafba6dd6/specialisation_thumbnail_600x600.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Managing Major Engineering Projects by University of Leeds
813,Cybersecurity Compliance Framework & System Administration,https://www.coursera.org/learn/cybersecurity-compliance-framework-system-administration,IBM,COURSE,4.7,Beginner,20k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/41/3b25f3874445ab9d6831dbd39d95a3/LowRes-Original-168621112.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Cybersecurity Compliance Framework & System Administration by IBM
814,Paleontology: Theropod Dinosaurs and the Origin of Birds,https://www.coursera.org/learn/theropods-birds,University of Alberta,COURSE,4.9,Mixed,20k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/30/8089608e3111e591b01997505ab9b8/TB-Lesson-5-Lo-Rez-Final.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Paleontology: Theropod Dinosaurs and the Origin of Birds by University of Alberta
815,Geopolitics of Europe,https://www.coursera.org/learn/geopolitics-europe,Sciences Po,COURSE,4.3,Mixed,22k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/30/09b9a04f3a11e6b47af7cd164b30e5/geopolitique_europe.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Geopolitics of Europe by Sciences Po
816,Social and Economic Networks:  Models and Analysis,https://www.coursera.org/learn/social-economic-networks,Stanford University,COURSE,4.8,Advanced,46k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ec/50a9bcc99dfc058198c9d4827b11e7/Logo1.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Social and Economic Networks:  Models and Analysis by Stanford University
817,Sexualidad...mucho más que sexo,https://www.coursera.org/learn/sexualidad,Universidad de los Andes,COURSE,4.8,Beginner,130k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/11/b20f9085ac11e689563722898dbcc1/Sexualidad_Mucho-mas-que-sexo-01.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Sexualidad...mucho más que sexo by Universidad de los Andes
818,Reliable Google Cloud Infrastructure: Design and Process,https://www.coursera.org/learn/cloud-infrastructure-design-process,Google Cloud,COURSE,4.7,Intermediate,64k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/81/001d70d89311e7813b83eea8b1c1a2/infra-design-process.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Reliable Google Cloud Infrastructure: Design and Process by Google Cloud
819,Astrobiology and the Search for Extraterrestrial Life,https://www.coursera.org/learn/astrobiology,The University of Edinburgh,COURSE,4.8,Mixed,72k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/astrobio/large-icon.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Astrobiology and the Search for Extraterrestrial Life by The University of Edinburgh
820,Strategic Management,https://www.coursera.org/learn/strategic-management,Copenhagen Business School,COURSE,4.8,Mixed,72k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7b/14e650668c11e5929a370796729205/Skakbrik-2-varianter_Side_2.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Strategic Management by Copenhagen Business School
821,Queering Identities: LGBTQ+ Sexuality and Gender Identity,https://www.coursera.org/learn/queeringidentities,University of Colorado System,COURSE,4.8,Beginner,6.7k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e3/00ea708bf2441fbbbd1044d8dc4662/LGBTQ-Inclusion-Logos---9.16.2019-02.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Queering Identities: LGBTQ+ Sexuality and Gender Identity by University of Colorado System
822,Python Data Products for Predictive Analytics,https://www.coursera.org/specializations/python-data-products-for-predictive-analytics,University of California San Diego,SPECIALIZATION,4.1,Intermediate,17k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/68/1c9ce08de843eab2b76bc0bb56064b/UCSD-Python---600x600.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Python Data Products for Predictive Analytics by University of California San Diego
823,Effective Compliance Programs,https://www.coursera.org/learn/effective-compliance-programs,University of Pennsylvania,COURSE,4.9,Mixed,5.1k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a4/399295762c4279b6de1bca66c1cfbb/Effective-Compliance-Programs-01.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Effective Compliance Programs by University of Pennsylvania
824,Classical Sociological Theory,https://www.coursera.org/learn/classical-sociological-theory,University of Amsterdam,COURSE,4.8,Mixed,63k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e9/9449a01f3711e583d1bd6b9db6a1c0/banner4a.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Classical Sociological Theory by University of Amsterdam
825,Introduction to Structured Query Language (SQL),https://www.coursera.org/learn/intro-sql,University of Michigan,COURSE,4.8,Intermediate,89k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/44/aacce094c211e79257af44295fda12/WA4E_thumbnail_SQL_1x1.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Structured Query Language (SQL) by University of Michigan
826,EMT Foundations,https://www.coursera.org/learn/emt-foundations,University of Colorado System,COURSE,4.8,Beginner,16k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/25/93a9c07b0411e8845c631cfef3bad9/EMT-logo-REDUX-02.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,EMT Foundations by University of Colorado System
827,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice,https://www.coursera.org/learn/digital-analytics,University of Illinois at Urbana-Champaign,COURSE,4.5,Beginner,85k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b4/fb110046ff4b88b8b6e7ad3bafc6f0/Gies-Square-Logo-from-MarCom.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Digital Analytics for Marketing Professionals: Marketing Analytics in Practice by University of Illinois at Urbana-Champaign
828,Renewable Energy and Green Building Entrepreneurship,https://www.coursera.org/learn/renewable-energy-entrepreneurship,Duke University,COURSE,4.7,Beginner,37k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/06/05a0d0341111e7b22543f93104171e/architecture-1992423_1920.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Renewable Energy and Green Building Entrepreneurship by Duke University
829,Introduction to Genomic Technologies,https://www.coursera.org/learn/introduction-genomics,Johns Hopkins University,COURSE,4.6,Mixed,53k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b2/578710056311e582bd7b41f6cdde52/intro5_28_15-01.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Genomic Technologies by Johns Hopkins University
830,Introduction to Computer Programming,https://www.coursera.org/learn/introduction-to-computer-programming,University of London,COURSE,4.3,Beginner,32k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/7c/6f5940c7aa11e8bf0b57f9072e48db/Update.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Introduction to Computer Programming by University of London, Goldsmiths, University of London"
831,Population Health During A Pandemic: Contact Tracing and Beyond,https://www.coursera.org/learn/contact-tracing-for-covid-19,University of Houston,COURSE,4.8,Beginner,6.4k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e2/0c8f515fe2478e94bd97c7ae3d5095/UHCoursera-thumbnail.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Population Health During A Pandemic: Contact Tracing and Beyond by University of Houston
832,Secure Coding Practices,https://www.coursera.org/specializations/secure-coding-practices,"University of California, Davis",SPECIALIZATION,4.4,Intermediate,13k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/eb/e0985f80914ed38231b2f7b73d12ee/GettyImages-748343933-Spec.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Secure Coding Practices by University of California, Davis"
833,"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",https://www.coursera.org/learn/dementia-care,Johns Hopkins University,COURSE,4.7,Beginner,10k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bd/f0fa10442611e4b5497706de95c78c/Dementia-Care-MOOC-04-_1_.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies by Johns Hopkins University"
834,Cloud Computing Basics (Cloud 101),https://www.coursera.org/learn/cloud-computing-basics,LearnQuest,COURSE,4.5,Beginner,75k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ab/1ac366de3a4aeabdd4e04f27d62973/Cloud-Image_Coursera.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Cloud Computing Basics (Cloud 101) by LearnQuest
835,Positive Psychology: Resilience Skills,https://www.coursera.org/learn/positive-psychology-resilience,University of Pennsylvania,COURSE,4.9,Beginner,46k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f3/5e41f0c20311e6a5952722e88dfa33/PositivePsychology_MOOC_Icons_Course4.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Positive Psychology: Resilience Skills by University of Pennsylvania
836,Developing Your Musicianship,https://www.coursera.org/learn/develop-your-musicianship,Berklee College of Music,COURSE,4.9,Mixed,54k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3f/577eb07cbd11e5967eef818c1704ba/DYM.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Developing Your Musicianship by Berklee College of Music
837,Leading Sustainable Community Transformation,https://www.coursera.org/specializations/sustainable-transformation,University of Colorado Boulder,SPECIALIZATION,4.2,Beginner,3.3k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/b4/5e414ca8fd417db632ed1712d20ba5/leading-sustainable-community-transformation.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Leading Sustainable Community Transformation by University of Colorado Boulder
838,COVID19 Data Analysis Using Python,https://www.coursera.org/projects/covid19-data-analysis-using-python,Coursera Project Network,GUIDED PROJECT,4.6,Intermediate,18k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/fe/5d9694837644548cebd9ba4f7261f1/logo.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,COVID19 Data Analysis Using Python by Coursera Project Network
839,商务基础 (中文版),https://www.coursera.org/specializations/wharton-shangwu-jichu,University of Pennsylvania,SPECIALIZATION,4.8,Beginner,13k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/7e/52d7b0f86211e58acc1994e1d3bb50/wharton-business-foundations-logo.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,商务基础 (中文版) by University of Pennsylvania
840,Sports and Society,https://www.coursera.org/learn/sports-society,Duke University,COURSE,4.8,Mixed,20k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/34/1e6ef07e3e11e58a0b09088a5ff10a/sandslogo-sq-fixed.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Sports and Society by Duke University
841,Data Science at Scale,https://www.coursera.org/specializations/data-science,University of Washington,SPECIALIZATION,4.2,Intermediate,78k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/UW_PracticalDataScience_Getty479524481.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Data Science at Scale by University of Washington
842,Music Business Foundations,https://www.coursera.org/learn/music-business-foundations,Berklee College of Music,COURSE,4.9,Mixed,41k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b8/e904d0f76311e59e3d2b1a55a7d75c/img_9597_25845070142_o.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Music Business Foundations by Berklee College of Music
843,Introduction to Computers and Office Productivity Software,https://www.coursera.org/learn/introduction-to-computers-and-office-productivity-software,The Hong Kong University of Science and Technology,COURSE,4.5,Mixed,6k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/c6/c70a00885911e887366f0e76473bc3/CourseLogoFinal.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Introduction to Computers and Office Productivity Software by The Hong Kong University of Science and Technology
844,Teach English Now! Theories of Second Language Acquisition,https://www.coursera.org/learn/language-theories,Arizona State University,COURSE,4.9,Mixed,45k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/da/b2f0e0617b11e5909fff9439107804/Student.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Teach English Now! Theories of Second Language Acquisition by Arizona State University
845,"Graph Search, Shortest Paths, and Data Structures",https://www.coursera.org/learn/algorithms-graphs-data-structures,Stanford University,COURSE,4.8,Intermediate,54k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/21/54dd30f05e11e59bf9d905b70dcbd9/cs161logo2.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,"Graph Search, Shortest Paths, and Data Structures by Stanford University"
846,Exploring ​and ​Preparing ​your ​Data with BigQuery,https://www.coursera.org/learn/gcp-exploring-preparing-data-bigquery,Google Cloud,COURSE,4.7,Beginner,35k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a5/85a280dea811e794c0699a51ced2c2/course-1_v2.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Exploring ​and ​Preparing ​your ​Data with BigQuery by Google Cloud
847,Искусство ведения бизнеса,https://www.coursera.org/specializations/iskusstvo-vedeniya-biznesa,Saint Petersburg State University,SPECIALIZATION,4.6,Beginner,16k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c0/7f13d0ee5311e8b4baaf8c8c127724/_________-_______-_____________-300x169.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Искусство ведения бизнеса by Saint Petersburg State University
848,Analysing: Numeric and digital literacies,https://www.coursera.org/specializations/analysing-numeric-digital-literacies,Macquarie University,SPECIALIZATION,4.6,Beginner,16k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/e6/b1be8e69164944a1d8fce08ca230f6/Analysing_Know-your-numbers-2.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Analysing: Numeric and digital literacies by Macquarie University
849,Russian Alphabet,https://www.coursera.org/learn/russian-alphabet,Saint Petersburg State University,COURSE,4.6,Beginner,7.1k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/b5/4aa45483ef407a94d4dc5969f62d86/oblozhki-platforma_ABC.png?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Russian Alphabet by Saint Petersburg State University
850,Machine Learning Foundations: A Case Study Approach,https://www.coursera.org/learn/ml-foundations,University of Washington,COURSE,4.6,Mixed,310k,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e4/3283d04d0111e5970145eef7ee0b59/gears-818461_1280.jpg?auto=format%2Ccompress&dpr=1&w=150&h=150&fit=fill&bg=FFF,Machine Learning Foundations: A Case Study Approach by University of Washington
